Product Code,Product Description,Product,Price Excl.,QTY,Price INC,Total inc,Price Excluding x 1.5,Retail IN VAT.,Total Stock @ Retail Price,Huntex sale piece /1.1,Huntes Rounded to next 10,Sold
RBH45200,HORNADY 452-250gr HP XTP (100),10,726.42,2,835.3829999999999,1670.7659999999998,1089.6299999999999,1090,2180,990.9090909090909,990,
RBH45201,HORNADY 452-250gr FTX (450 Bushmaster) (50),17,850.9,2,978.5349999999999,1957.0699999999997,1276.35,1280,2560,1163.6363636363635,1160,
RBH45204,HORNADY 452-245gr SP (450 Bushmaster)(50),30,788.3,2,906.5449999999998,1813.0899999999997,1182.4499999999998,1180,2360,1072.7272727272727,1070,
RBH45215,HORNADY 452-200gr FTX (460S&W) (50),9,828.2,2,952.43,1904.86,1242.3000000000002,1240,2480,1127.2727272727273,1130,
RBH45218,HORNADY 452-225gr FTX (45 Colt) (100),11,981.1,2,1128.2649999999999,2256.5299999999997,1471.65,1470,2940,1336.3636363636363,1340,
RBH45220,HORNADY 452-240gr XTP Mag (100),13,915.06,2,1052.319,2104.638,1372.59,1370,2740,1245.4545454545453,1250,
RBH45230,HORNADY 452-300GR XTP (50),2,504.62,2,580.313,1160.626,756.9300000000001,760,1520,690.9090909090909,690,
RBH45235,HORNADY 452-300gr XTP/MAG,5,593.3,2,682.2949999999998,1364.5899999999997,889.9499999999999,890,1780,809.090909090909,810,
RBH47474,HORNADY 470-500gr DGX Bonded (50),1,2575.2,2,2961.4799999999996,5922.959999999999,3862.7999999999997,3860,7720,3509.090909090909,3510,
RBH4748,HORNADY 470-500gr DGS,1,2259.83,2,2598.8044999999997,5197.6089999999995,3389.745,3390,6780,3081.8181818181815,3080,
RBH50102,HORNADY 500-300gr FTX (500S&W) (50),18,959.97,2,1103.9655,2207.931,1439.955,1440,2880,1309.090909090909,1310,
RBH5050,HORNADY 505-525gr DGX,10,2694.1,2,3098.2149999999997,6196.429999999999,4041.1499999999996,4040,8080,3672.7272727272725,3670,
RBH5051,HORNADY 505-525gr DGS,11,2533.4,2,2913.41,5826.82,3800.1000000000004,3800,7600,3454.545454545454,3450,
RBH51504,HORNADY 500-570gr DGX Bonded,1,2462.54,2,2831.921,5663.842,3693.81,3690,7380,3354.545454545454,3350,
RBH5155,HORNADY 500-570gr DGS,4,2345.73,2,2697.5894999999996,5395.178999999999,3518.5950000000003,3520,7040,3199.9999999999995,3200,
RBH5165,HORNADY 510-750gr A-MAX,14,1530.2,2,1759.73,3519.46,2295.3,2300,4600,2090.9090909090905,2090,
RBH67132,HORNADY 45 SABOTw/40-200gr SST,18,356.7,2,410.2049999999999,820.4099999999999,535.05,540,1080,490.9090909090909,490,
RBH6720,HORNADY 50 SABOTw/44-240gr XTP,20,295.7,2,340.05499999999995,680.1099999999999,443.54999999999995,440,880,399.99999999999994,400,
RBH67270,HORNADY 50 SPEED SABOT w/45-250gr SST,7,367.2,2,422.28,844.56,550.8,550,1100,499.99999999999994,500,
RBH67274,HORNADY 50 LOW DRAG SABOT 45-250gr MONOFLEX,6,555,2,638.25,1276.5,832.5,830,1660,754.5454545454545,750,
RBH6758,HORNADY 58 cal SABOTS,4,55.2,2,63.48,126.96,82.80000000000001,80,160,72.72727272727272,70,
RBH67712,HORNADY 45-280gr ELD-X BORE DRIVER (12),5,391,2,449.65,899.3,586.5,590,1180,536.3636363636364,540,
RBH67714,HORNADY 50-340gr ELD-X BORE DRIVER (12),5,371.5,2,427.22499999999997,854.4499999999999,557.25,560,1120,509.09090909090907,510,
RBH7020,HORNADY GAS CHECK 6mm CAL,3,484.17,2,556.7955,1113.591,726.255,730,1460,663.6363636363636,660,
RBH7050,HORNADY GAS CHECK 270,3,484.17,2,556.7955,1113.591,726.255,730,1460,663.6363636363636,660,
RBH7060,HORNADY GAS CHECK 7mm,1,569.47,2,654.8905,1309.781,854.205,850,1700,772.7272727272726,770,
RCH8600,HORNADY CASES 222 REM (50),10,793.7,2,912.755,1825.51,1190.5500000000002,1190,2380,1081.8181818181818,1080,
RCH8604,HORNADY CASES 204 RUGER(50),6,722.5,2,830.8749999999999,1661.7499999999998,1083.75,1080,2160,981.8181818181818,980,
RCH8605,HORNADY CASES 223 REMINGTON(50),5,722.5,2,830.8749999999999,1661.7499999999998,1083.75,1080,2160,981.8181818181818,980,
RCH86105,HORNADY CASES 250 SAVAGE (50),2,1139.8,2,1310.7699999999998,2621.5399999999995,1709.6999999999998,1710,3420,1554.5454545454545,1550,
RCH8611,HORNADY CASES .17HORNET (50),10,777.91,2,894.5964999999999,1789.1929999999998,1166.865,1170,2340,1063.6363636363635,1060,
RCH8615,HORNADY CASES 220 SWIFT (50),4,1041.96,2,1198.254,2396.508,1562.94,1560,3120,1418.181818181818,1420,
RCH8618,HORNADY CASES 224 VALKYRIE (50),6,949.29,2,1091.6834999999999,2183.3669999999997,1423.935,1420,2840,1290.9090909090908,1290,
RCH8622,HORNADY CASES 6mm REM.(50),15,1092.8,2,1256.7199999999998,2513.4399999999996,1639.1999999999998,1640,3280,1490.9090909090908,1490,
,,,,2,0,0,0,0,0,0,0,
RCH86289,HORNADY CASES 26 NOSLER (20),3,1174.66,2,1350.859,2701.718,1761.9900000000002,1760,3520,1599.9999999999998,1600,
RCH8635,HORNADY CASES 270 WIN.(50),8,1021.6,2,1174.84,2349.68,1532.4,1530,3060,1390.9090909090908,1390,
RCH8637,HORNADY CASES  270 WSM (50),5,1514.7,2,1741.905,3483.81,2272.05,2270,4540,2063.6363636363635,2060,
RCH8638,HORNADY CASES 280 Rem (50),10,1096.5,2,1260.975,2521.95,1644.75,1640,3280,1490.9090909090908,1490,
RCH86381,HORNADY CASES 280 ACK.IMP (50),9,1239.5,2,1425.425,2850.85,1859.25,1860,3720,1690.9090909090908,1690,
RCH8639,HORNADY CASES 7MM WSM (50),15,1484.7,2,1707.405,3414.81,2227.05,2230,4460,2027.272727272727,2030,
RCH8646,HORNADY CASES 7MM-08 REM.(50),12,993.7,2,1142.7549999999999,2285.5099999999998,1490.5500000000002,1490,2980,1354.5454545454545,1350,
RCH8654,HORNADY CASES 300 PRC (50),20,1267.71,2,1457.8664999999999,2915.7329999999997,1901.565,1900,3800,1727.272727272727,1730,
RCH8655,HORNADY CASES 30-30 WIN (50),5,923.34,2,1061.841,2123.682,1385.01,1390,2780,1263.6363636363635,1260,
RCH8662,HORNADY CASES 308 Marlin Exp. (50),7,1245.7,2,1432.5549999999998,2865.1099999999997,1868.5500000000002,1870,3740,1699.9999999999998,1700,
RCH8664,HORNADY CASES 7.62X39 (50),23,981.6,2,1128.84,2257.68,1472.4,1470,2940,1336.3636363636363,1340,
RCH8665,HORNADY CASES 30-06 (50),11,950.25,2,1092.7875,2185.575,1425.375,1430,2860,1300,1300,
RCH8670,HORNADY CASES 300 WIN.MAG (50),1,1248.11,2,1435.3264999999997,2870.6529999999993,1872.165,1870,3740,1699.9999999999998,1700,
RCH86701,HORNADY CASES 300 WSM (50),20,1514.7,2,1741.905,3483.81,2272.05,2270,4540,2063.6363636363635,2060,
RCH86724,HORNADY CASES 300 REM ULTRA MAG (20),10,1304.5,2,1500.175,3000.35,1956.75,1960,3920,1781.8181818181818,1780,
RCH86751,HORNADY CASES 300 BLACKOUT (50),12,722.5,2,830.8749999999999,1661.7499999999998,1083.75,1080,2160,981.8181818181818,980,
RCH86752,HORNADY CASES 300 SAVAGE (50),4,1036.93,2,1192.4695,2384.939,1555.395,1560,3120,1418.181818181818,1420,
RCH8692,HORNADY CASES 444 MARLIN (50),5,1406,2,1616.8999999999999,3233.7999999999997,2109,2110,4220,1918.181818181818,1920,
RCH86935,HORNADY CASES 450 BUSHMASTER (50),3,1103.9,2,1269.485,2538.97,1655.8500000000001,1660,3320,1509.090909090909,1510,
RCH8720,HORNADY CASES 9MM PARA (200),14,1208.25,2,1389.4875,2778.975,1812.375,1810,3620,1645.4545454545453,1650,
RCH8729,HORNADY CASES 35 REMINGTON (50),5,635.55,2,730.8824999999999,1461.7649999999999,953.3249999999999,950,1900,863.6363636363635,860,
RCH87296,HORNADY CASES 350 LEGEND (50),8,671.49,2,772.2135,1544.427,1007.235,1010,2020,918.1818181818181,920,
RCH8739,HORNADY CASES 357 SIG (100),1,760.52,2,874.598,1749.196,1140.78,1140,2280,1036.3636363636363,1040,
RCH8740,HORNADY CASES 357 MAG. (200),5,1467.52,2,1687.648,3375.296,2201.2799999999997,2200,4400,1999.9999999999998,2000,
RCH8742,HORNADY CASES 40 S&W (200),5,1240.28,2,1426.322,2852.644,1860.42,1860,3720,1690.9090909090908,1690,
RCH8750,HORNADY CASES 44 MAG (100),5,1036,2,1191.3999999999999,2382.7999999999997,1554,1550,3100,1409.090909090909,1410,
RCH8760,HORNADY CASES 45 ACP (100),7,1132.02,2,1301.8229999999999,2603.6459999999997,1698.03,1700,3400,1545.4545454545453,1550,
RCH8772,HORNADY CASES .50BMG Match Grade (20),9,2572.02,2,2957.823,5915.646,3858.0299999999997,3860,7720,3509.090909090909,3510,
RCH8780,HORNADY CASES 45 LC (100),8,1053.8,2,1211.87,2423.74,1580.6999999999998,1580,3160,1436.3636363636363,1440,
,,,,2,0,0,0,0,0,0,0,
RCH8785,HORNADY CASE 454 CASULL (100),13,1894.8,2,2179.02,4358.04,2842.2,2840,5680,2581.8181818181815,2580,
RCH8786,HORNADY CASES 460 S&W (50),5,1032.4,2,1187.26,2374.52,1548.6000000000001,1550,3100,1409.090909090909,1410,
RCH8789,HORNADY CASES 480 RUGER (100),5,1653.58,2,1901.6169999999997,3803.2339999999995,2480.37,2480,4960,2254.5454545454545,2250,
RCH8790,HORNADY CASES 500 S&W (50),10,1032.4,2,1187.26,2374.52,1548.6000000000001,1550,3100,1409.090909090909,1410,
RH020043,HORNADY CASE LUBE PAD,4,380.18,2,437.207,874.414,570.27,570,1140,518.1818181818181,520,
RH020050,HORNADY 366 CRIMP START PKG 12GA,7,335.42,2,385.733,771.466,503.13,500,1000,454.5454545454545,450,
RH041200,HORNADY PRIM/POCK CLEAN KIT LG.,3,144.47,2,166.14049999999997,332.28099999999995,216.70499999999998,220,440,199.99999999999997,200,
RH041201,HORNADY PRIM/POCK CLEAN KIT SM.,8,158.4,2,182.16,364.32,237.60000000000002,240,480,218.18181818181816,220,
RH041202,HORNADY PRIM/POCK REAMER KIT LG,2,322.92,2,371.358,742.716,484.38,480,960,436.3636363636363,440,
RH041203,HORNADY PRIM/POCK REAMER KIT SML,5,322.92,2,371.358,742.716,484.38,480,960,436.3636363636363,440,
RH041210,HORNADY PRIME/POKT. REAMER KIT LG&SML,3,605.05,2,695.8074999999999,1391.6149999999998,907.5749999999999,910,1820,827.2727272727273,830,
RH041211,HORNADY PRIM/PKT UNIFORMER LG,1,362.8,2,417.21999999999997,834.4399999999999,544.2,540,1080,490.9090909090909,490,
RH041212,HORNADY PRIME/PKT UNIFORMER SM,2,342.65,2,394.04749999999996,788.0949999999999,513.9749999999999,510,1020,463.6363636363636,460,
RH041223,HORNADY NECK WALL THICKNESS GAUGE,5,1264.39,2,1454.0485,2908.097,1896.585,1900,3800,1727.272727272727,1730,
RH041224,HORNADY NECK TURNING TOOL,8,3604.5,2,4145.174999999999,8290.349999999999,5406.75,5410,10820,4918.181818181818,4920,
RH041227,HORNADY PRIMER POCKET SWAGER 223,2,1277.64,2,1469.286,2938.572,1916.46,1920,3840,1745.4545454545453,1750,
RH041228,HORNADY PRIMER POCKET SWAGER 308,2,1215.73,2,1398.0894999999998,2796.1789999999996,1823.595,1820,3640,1654.5454545454545,1650,
RH043200,HORNADY DIE MAINTENANCE KIT,5,328.79,2,378.1085,756.217,493.18500000000006,490,980,445.45454545454544,450,
RH043355,HORNADY SONIC CASE CLEANING SOLUTION 948ml,18,597.5,2,687.125,1374.25,896.25,900,1800,818.1818181818181,820,
RH043400,HORNADY ZIP SPINDLE KIT,7,279.04,2,320.896,641.792,418.56000000000006,420,840,381.8181818181818,380,
RH043401,HORNADY ZIP SPINDLE KIT .17-20,5,291.09,2,334.7534999999999,669.5069999999998,436.635,440,880,399.99999999999994,400,
RH043402,HORNADY ZIP SPINDLE KIT PISTOL,2,239.3,2,275.195,550.39,358.95000000000005,360,720,327.27272727272725,330,
RH044000,HORNADY LOCK RING,60,93.5,2,107.52499999999999,215.04999999999998,140.25,140,280,127.27272727272727,130,
RH044094,HORNADY LNL PRESS DIE BUSHING 2PK,3,307.78,2,353.94699999999995,707.8939999999999,461.66999999999996,460,920,418.18181818181813,420,
RH044096,HORNADY LNL PRESS DIE BUSHING,18,134.11,2,154.22650000000002,308.45300000000003,201.16500000000002,200,400,181.8181818181818,180,
RH044099,HORNADY LNL PRESS CONVERSION KIT,8,463.4,2,532.91,1065.82,695.0999999999999,700,1400,636.3636363636363,640,
RH044102,HORNADY B/SEAT DIE #2  .22 CAL,3,598.56,2,688.3439999999999,1376.6879999999999,897.8399999999999,900,1800,818.1818181818181,820,
RH044103,HORNADY B/SEAT DIE #3  6MM,4,598.56,2,688.3439999999999,1376.6879999999999,897.8399999999999,900,1800,818.1818181818181,820,
RH044111,HORNADY B/SEAT DIE #11  30 CAL,2,598.56,2,688.3439999999999,1376.6879999999999,897.8399999999999,900,1800,818.1818181818181,820,
RH044112,HORNADY B/SEAT DIE #12  30-06/300WM,4,598.56,2,688.3439999999999,1376.6879999999999,897.8399999999999,900,1800,818.1818181818181,820,
RH044123,HORNADY B/SEAT DIE #23  6.5 PRC,2,598.56,2,688.3439999999999,1376.6879999999999,897.8399999999999,900,1800,818.1818181818181,820,
RH044139,HORNADY B/SEAT DIE #36  .20 CAL,2,336.64,2,387.13599999999997,774.2719999999999,504.96,500,1000,454.5454545454545,450,
RH044157,HORNADY B/SEAT DIE 300 PRC,4,598.56,2,688.3439999999999,1376.6879999999999,897.8399999999999,900,1800,818.1818181818181,820,
RH044170,HORNADY T/CRIMP DIE 38/9MM,2,572.26,2,658.0989999999999,1316.1979999999999,858.39,860,1720,781.8181818181818,780,
RH044172,HORNADY T/CRIMP DIE 45 ACP,5,572.26,2,658.0989999999999,1316.1979999999999,858.39,860,1720,781.8181818181818,780,
RH044179,HORNADY 45ACP TAPER CRIMP/SEATER DIE,3,415.21,2,477.4914999999999,954.9829999999998,622.8149999999999,620,1240,563.6363636363636,560,
RH044183,HORNADY B/SEAT DIE 6MM CREEDMOOR,6,630,2,724.5,1449,945,950,1900,863.6363636363635,860,
RH044661,HORNADY LNL LIGHT STRIP,3,411.72,2,473.478,946.956,617.58,620,1240,563.6363636363636,560,
RH046038,HORNADY NECK SIZE DIE 204,4,673.5,2,774.525,1549.05,1010.25,1010,2020,918.1818181818181,920,
RH046040,HORNADY NECK SIZE DIE 224,18,727.91,2,837.0964999999999,1674.1929999999998,1091.865,1090,2180,990.9090909090909,990,
RH046041,HORNADY NECK SIZE DIE 243,13,727.91,2,837.0964999999999,1674.1929999999998,1091.865,1090,2180,990.9090909090909,990,
RH046042,HORNADY NECK SIZE DIE .257,1,790.77,2,909.3854999999999,1818.7709999999997,1186.155,1190,2380,1081.8181818181818,1080,
RH046043,HORNADY NECK SIZE DIE 6.5MM,8,727.91,2,837.0964999999999,1674.1929999999998,1091.865,1090,2180,990.9090909090909,990,
RH046044,HORNADY NECK SIZE DIE 7mm,5,727.91,2,837.0964999999999,1674.1929999999998,1091.865,1090,2180,990.9090909090909,990,
RH046045,HORNADY NECK SIZE DIE 30,11,727.91,2,837.0964999999999,1674.1929999999998,1091.865,1090,2180,990.9090909090909,990,
RH046050,HORNADY NECK SIZE DIE 30/30 SHORT,2,673.5,2,774.525,1549.05,1010.25,1010,2020,918.1818181818181,920,
RH046051,HORNADY NECK SIZE DIE 270,6,727.91,2,837.0964999999999,1674.1929999999998,1091.865,1090,2180,990.9090909090909,990,
RH046056,HORNADY NECK SIZE DIE 7MM MAG,5,727.91,2,837.0964999999999,1674.1929999999998,1091.865,1090,2180,990.9090909090909,990,
RH046057,HORNADY NECK SIZE DIE 30 MAG.,13,727.91,2,837.0964999999999,1674.1929999999998,1091.865,1090,2180,990.9090909090909,990,
RH046058,HORNADY NECK SIZE DIE 338 Mag.,5,673.76,2,774.824,1549.648,1010.64,1010,2020,918.1818181818181,920,
RH046066,HORNADY NECK SIZE DIE 22 SHORT,1,790.77,2,909.3854999999999,1818.7709999999997,1186.155,1190,2380,1081.8181818181818,1080,
RH046221,HORNADY FL SIZE DIE 22-250 REM,1,904.8,2,1040.5199999999998,2081.0399999999995,1357.1999999999998,1360,2720,1236.3636363636363,1240,
RH046229,HORNADY FL SIZE DIE 223 REM,4,833.31,2,958.3064999999999,1916.6129999999998,1249.965,1250,2500,1136.3636363636363,1140,
RH046240,HORNADY FL SIZE DIE MATCHGRADE 300 WIN MAG,2,1370.79,2,1576.4084999999998,3152.8169999999996,2056.185,2060,4120,1872.7272727272725,1870,
RH046245,HORNADY FL SIZE DIE 243 WIN,3,833.31,2,958.3064999999999,1916.6129999999998,1249.965,1250,2500,1136.3636363636363,1140,
RH046248,HORNADY MATCH GRADE FL SIZE DIE 300 NORMA MAG,1,1370.79,2,1576.4084999999998,3152.8169999999996,2056.185,2060,4120,1872.7272727272725,1870,
RH046252,HORNADY MATCH GRADE FL SIZE DIE 338 LAPUA,1,1174.41,2,1350.5715,2701.143,1761.6150000000002,1760,3520,1599.9999999999998,1600,
RH046254,HORNADY FL SIZE DIE 6MM CREEDMOOR,7,833.31,2,958.3064999999999,1916.6129999999998,1249.965,1250,2500,1136.3636363636363,1140,
RH046282,HORNADY MATCH GRADE FL SIZE DIE 6.5 CREEDMOOR,3,1370.79,2,1576.4084999999998,3152.8169999999996,2056.185,2060,4120,1872.7272727272725,1870,
RH046284,HORNADY FL SIZE DIE 6.5 PRC,2,904.8,2,1040.5199999999998,2081.0399999999995,1357.1999999999998,1360,2720,1236.3636363636363,1240,
RH046288,HORNADY MATCH GRADE FL SIZE DIE 6.5 PRC,5,1322.88,2,1521.312,3042.624,1984.3200000000002,1980,3960,1799.9999999999998,1800,
RH046301,HORNADY FL SIZE DIE 270 WIN,2,904.8,2,1040.5199999999998,2081.0399999999995,1357.1999999999998,1360,2720,1236.3636363636363,1240,
RH046334,HORNADY FL SIZE DIE 300 PRC,6,833.31,2,958.3064999999999,1916.6129999999998,1249.965,1250,2500,1136.3636363636363,1140,
RH046338,HORNADY MATCH GRADE FL SIZE DIE 300 PRC,5,1322.88,2,1521.312,3042.624,1984.3200000000002,1980,3960,1799.9999999999998,1800,
RH046341,HORNADY FL SIZE DIE 30-06,3,775.08,2,891.342,1782.684,1162.6200000000001,1160,2320,1054.5454545454545,1050,
RH046353,HORNADY FL SIZE DIE 300 WIN.MAG,2,603.25,2,693.7375,1387.475,904.875,900,1800,818.1818181818181,820,
RH046359,HORNADY FL SIZE DIE 308 WIN,3,833.31,2,958.3064999999999,1916.6129999999998,1249.965,1250,2500,1136.3636363636363,1140,
RH046590,HORNADY FL SIZE DIE 204 RUGER,3,473.39,2,544.3984999999999,1088.7969999999998,710.085,710,1420,645.4545454545454,650,
RH046593,HORNADY FL SIZE DIE 338 LAPUA,5,1005.19,2,1155.9685,2311.937,1507.785,1510,3020,1372.7272727272725,1370,
RH046596,HORNADY FL SIZE DIE 6.5 CREEDMOOR,3,904.8,2,1040.5199999999998,2081.0399999999995,1357.1999999999998,1360,2720,1236.3636363636363,1240,
RH050002,HORNADY HAND PRIME TOOL 0500021,5,1404.8,2,1615.5199999999998,3231.0399999999995,2107.2,2110,4220,1918.181818181818,1920,
RH050004,HORNADY CLASSIC PRIMER TUBE LG,8,230.53,2,265.10949999999997,530.2189999999999,345.795,350,700,318.18181818181813,320,
RH050005,HORNADY CLASSIC PRIMER TUBE SML,3,230.53,2,265.10949999999997,530.2189999999999,345.795,350,700,318.18181818181813,320,
RH050006,HORNADY PRIMER TURN PLATE,10,172.5,2,198.37499999999997,396.74999999999994,258.75,260,520,236.36363636363635,240,
RH050008,HORNADY POWDER MEASURE STAND,3,730.17,2,839.6954999999999,1679.3909999999998,1095.2549999999999,1100,2200,999.9999999999999,1000,
RH050018,HORNADY CLASSIC/007 APF BODY,1,618.03,2,710.7344999999999,1421.4689999999998,927.045,930,1860,845.4545454545454,850,
RH050019,HORNADY 007 PRIMER ARM,1,394.61,2,453.8015,907.603,591.915,590,1180,536.3636363636364,540,
RH050033,HORNADY STUCK CASE REMOVER,9,484.5,2,557.175,1114.35,726.75,730,1460,663.6363636363636,660,
RH050053,HORNADY AUTO CHARGE PRO,4,8778.1,2,10094.815,20189.63,13167.150000000001,13170,26340,11972.727272727272,11970,
RH050059,HORNADY VERNIA BALL MICROMETER,7,1616.99,2,1859.5384999999999,3719.0769999999998,2425.485,2430,4860,2209.090909090909,2210,
RH050069,HORNADY LNL POWDER MEASURE,8,1779.62,2,2046.5629999999996,4093.1259999999993,2669.43,2670,5340,2427.272727272727,2430,
RH050072,HORNADY MICROMETER NEW,10,1294,2,1488.1,2976.2,1941,1940,3880,1763.6363636363635,1760,
RH050073,HORNADY CASE ACT.POWDER DROP,7,1495.72,2,1720.078,3440.156,2243.58,2240,4480,2036.3636363636363,2040,
RH050074,HORNADY CASE ACTIVATE L/ASSEM,15,633.89,2,728.9735,1457.947,950.835,950,1900,863.6363636363635,860,
RH050075,HORNADY STEEL DIAL CALIPER,6,897.53,2,1032.1595,2064.319,1346.295,1350,2700,1227.2727272727273,1230,
RH050076,HORNADY CONCENTRICITY TOOL,13,2830.64,2,3255.2359999999994,6510.471999999999,4245.96,4250,8500,3863.6363636363635,3860,
RH050080,HORNADY DIGITAL CALIPER,15,951.6,2,1094.34,2188.68,1427.4,1430,2860,1300,1300,
RH050085,HORNADY DECAPPING DIE,6,769.3,2,884.6949999999998,1769.3899999999996,1153.9499999999998,1150,2300,1045.4545454545453,1050,
RH050092,HORNADY IMPACT BULLET PULLER,17,521.6,2,599.84,1199.68,782.4000000000001,780,1560,709.090909090909,710,
RH050094,HORNADY CAM LOCK ONLY,4,536.79,2,617.3084999999999,1234.6169999999997,805.185,810,1620,736.3636363636363,740,
RH050095,HORNADY CAM LOCK BULLET PULLER,2,778.6,2,895.39,1790.78,1167.9,1170,2340,1063.6363636363635,1060,
RH050097,HORNADY LNL QUICK CHANGE HAND TOOL,12,1466.59,2,1686.5784999999998,3373.1569999999997,2199.8849999999998,2200,4400,1999.9999999999998,2000,
RH050098,HORNADY LNL 1911 AUTO PRIMER TUBE FILLER,8,1395.02,2,1604.273,3208.546,2092.5299999999997,2090,4180,1899.9999999999998,1900,
RH050099,HORNADY AP DELUXE PRIMER CATCHER,3,157.43,2,181.0445,362.089,236.145,240,480,218.18181818181816,220,
RH050100,HORNADY POWDER TRICKLER,10,361.14,2,415.311,830.622,541.71,540,1080,490.9090909090909,490,
RH050102,HORNADY VIBRATORY TRICKLER,5,1008.18,2,1159.407,2318.814,1512.27,1510,3020,1372.7272727272725,1370,
RH050104,HORNADY G3-1500 DIGITAL SCALE,16,1454.3,2,1672.4449999999997,3344.8899999999994,2181.45,2180,4360,1981.8181818181818,1980,
RH050109,HORNADY BALANCE BEAM SCALE,23,1778.32,2,2045.0679999999998,4090.1359999999995,2667.48,2670,5340,2427.272727272727,2430,
RH050111,HORNADY M2 DIGITAL BENCH SCALE 1500GR,9,3670.87,2,4221.500499999999,8443.000999999998,5506.305,5510,11020,5009.090909090909,5010,
RH050114,HORNADY P/MEAS. BENCHREST METER INSERT,2,1209.43,2,1390.8445,2781.689,1814.145,1810,3620,1645.4545454545453,1650,
RH050116,HORNADY STD P/MEASURE PISTOL INSERT,2,353.82,2,406.893,813.786,530.73,530,1060,481.81818181818176,480,
RH050117,HORNADY DELUXE 4 BLADE CHAM/DEBURING TOOL,17,491.64,2,565.386,1130.772,737.46,740,1480,672.7272727272726,670,
RH050124,HORNADY P/MEASURE RIFLE MICROMETER,4,834.9,2,960.1349999999999,1920.2699999999998,1252.35,1250,2500,1136.3636363636363,1140,
RH050126,HORNADY HIGH CAPACITY METER KIT 80/265,4,1768.43,2,2033.6944999999998,4067.3889999999997,2652.645,2650,5300,2409.090909090909,2410,
RH050127,HORNADY 50 BMG POWDER MEASURE,2,3012.1,2,3463.9149999999995,6927.829999999999,4518.15,4520,9040,4109.090909090909,4110,
RH050129,HORNADY PISTOL POWDER  MICROMETER,5,931.06,2,1070.7189999999998,2141.4379999999996,1396.59,1400,2800,1272.7272727272725,1270,
RH050130,HORNADY BENCH REST POWDER MEASURE,5,2811.38,2,3233.087,6466.174,4217.07,4220,8440,3836.363636363636,3840,
RH050140,HORNADY CAMLOCK CASE TRIMMER,2,2520.21,2,2898.2414999999996,5796.482999999999,3780.315,3780,7560,3436.363636363636,3440,
RH050146,HORNADY UNIVERSAL TRIM LENGTH GAUGE NEW,10,362.17,2,416.4955,832.991,543.255,540,1080,490.9090909090909,490,
RH050147,HORNADY CAM LOCK TRIM DEBURR TOOL,3,899.57,2,1034.5055,2069.011,1349.355,1350,2700,1227.2727272727273,1230,
RH050150,HORNADY 50 BMG PRIMER SEAT GAUGE,2,2814.19,2,3236.3185,6472.637,4221.285,4220,8440,3836.363636363636,3840,
RH050153,HORNADY .50 DEBURRING TOOL,7,1299.78,2,1494.7469999999998,2989.4939999999997,1949.67,1950,3900,1772.7272727272725,1770,
RH050160,HORNADY CASE PREP TRIO,20,3306,2,3801.8999999999996,7603.799999999999,4959,4960,9920,4509.090909090909,4510,
RH050172,HORNADY CASE PREP 6 BLADE ID CHAMFER,5,285.75,2,328.61249999999995,657.2249999999999,428.625,430,860,390.9090909090909,390,
RH050173,HORNADY CASE PREP 4 BLADE OD DEBURR,5,285.75,2,328.61249999999995,657.2249999999999,428.625,430,860,390.9090909090909,390,
RH050180,HORNADY CASE PREP DUO,3,1450.83,2,1668.4544999999998,3336.9089999999997,2176.245,2180,4360,1981.8181818181818,1980,
RH050207,HORNADY ROTARY MEDIA SIFTER,3,1422.19,2,1635.5185,3271.037,2133.285,2130,4260,1936.3636363636363,1940,
RH050303,HORNADY 1 SHOT TUMBLER MEDIA CORN COB,12,422.42,2,485.78299999999996,971.5659999999999,633.63,630,1260,572.7272727272726,570,
RH070905,HORNADY AUTO PRIMER FEED,2,1337.6,2,1538.2399999999998,3076.4799999999996,2006.3999999999999,2010,4020,1827.272727272727,1830,
RH085001,HORNADY LOCK N LOAD PRESS,5,4448.4,2,5115.659999999999,10231.319999999998,6672.599999999999,6670,13340,6063.636363636363,6060,
RH085004,HORNADY PRESS 50 BMG,2,15168.9,2,17444.234999999997,34888.469999999994,22753.35,22750,45500,20681.81818181818,20680,
RH085005,HORNADY 50 BMB PRESS KIT,2,19635.42,2,22580.732999999997,45161.46599999999,29453.129999999997,29450,58900,26772.727272727272,26770,
RH085006,HORNADY LNL CLASSIC LOAD KIT,3,9358.15,2,10761.8725,21523.745,14037.224999999999,14040,28080,12763.636363636362,12760,
RH085010,HORNADY LNL CLASSIC DELUXE LOAD KIT,1,12033.79,2,13838.8585,27677.717,18050.685,18050,36100,16409.090909090908,16410,
RH085520,HORNADY IRON PRESS,2,7068.1,2,8128.315,16256.63,10602.150000000001,10600,21200,9636.363636363636,9640,
RH085570,HORNADY IRON PRESS AUTO PRIME UPGRADE,3,1522.25,2,1750.5874999999999,3501.1749999999997,2283.375,2280,4560,2072.7272727272725,2070,
RH095100,HORNADY LNL AP PRESS,3,14954.16,2,17197.284,34394.568,22431.239999999998,22430,44860,20390.90909090909,20390,
RH095150,HORNADY LNL PRECISION LOADER KIT,7,10341.27,2,11892.4605,23784.921,15511.905,15510,31020,14099.999999999998,14100,
RH095165,HORNADY AMMO PLANT (095160) 110VOLT,1,38839.52,2,44665.44799999999,89330.89599999998,58259.28,58260,116520,52963.63636363636,52960,
